problem_id,choice_label,value,misconception,cognitive_tag,explanation
amc8_2003_p05,D,24,near_miss,fluency_precision,Choice D is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_2003_p05,E,30,fluency_slip,operation_selection,Choice E is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_2003_p06,A,13,formula_confusion,diagram_reasoning,Choice A is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_2003_p06,C,60,diagram_misread,formula_selection,Choice C is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_2003_p06,D,300,unit_error,diagram_reasoning,Choice D is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_2003_p06,E,1800,radius_diameter_confusion,formula_selection,Choice E is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_2003_p07,B,15,mean_median_confusion,mean_vs_median,Choice B is a plausible distractor for data reasoning; compare it with the original AMC8 answer key.
amc8_2003_p07,C,20,graph_misread,data_interpretation,Choice C is a plausible distractor for data reasoning; compare it with the original AMC8 answer key.
amc8_2003_p07,D,25,wrong_total,mean_vs_median,Choice D is a plausible distractor for data reasoning; compare it with the original AMC8 answer key.
amc8_2003_p07,E,40,unit_error,data_interpretation,Choice E is a plausible distractor for data reasoning; compare it with the original AMC8 answer key.
amc8_2003_p08,B,Paul,formula_confusion,diagram_reasoning,Choice B is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_2003_p08,C,Roger,diagram_misread,formula_selection,Choice C is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_2003_p08,D,Trisha,unit_error,diagram_reasoning,Choice D is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_2003_p08,E,There is a tie for fewest.,radius_diameter_confusion,formula_selection,Choice E is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_2003_p09,A,18¢,formula_confusion,diagram_reasoning,Choice A is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_2003_p09,B,25¢,diagram_misread,formula_selection,Choice B is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_2003_p09,D,75¢,unit_error,diagram_reasoning,Choice D is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_2003_p09,E,90¢,radius_diameter_confusion,formula_selection,Choice E is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_2003_p10,A,10,formula_confusion,diagram_reasoning,Choice A is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_2003_p10,B,12,diagram_misread,formula_selection,Choice B is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_2003_p10,C,16,unit_error,diagram_reasoning,Choice C is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_2003_p10,D,18,radius_diameter_confusion,formula_selection,Choice D is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_2003_p11,A,\$ 36,additive_ratio_error,unit_rate_modeling,Choice A is a plausible distractor for proportional reasoning; compare it with the original AMC8 answer key.
amc8_2003_p11,C,\$ 40,ratio_flip,part_whole_reasoning,Choice C is a plausible distractor for proportional reasoning; compare it with the original AMC8 answer key.
amc8_2003_p11,D,\$ 40.40,wrong_total,unit_rate_modeling,Choice D is a plausible distractor for proportional reasoning; compare it with the original AMC8 answer key.
amc8_2003_p11,E,\$ 44,scale_factor_error,part_whole_reasoning,Choice E is a plausible distractor for proportional reasoning; compare it with the original AMC8 answer key.
amc8_2003_p12,A,\dfrac{1}{3},case_omission,case_enumeration,Choice A is a plausible distractor for case enumeration; compare it with the original AMC8 answer key.
amc8_2003_p12,B,\dfrac{1}{2},overcounting,sample_space_modeling,Choice B is a plausible distractor for case enumeration; compare it with the original AMC8 answer key.
amc8_2003_p12,C,\dfrac{2}{3},order_confusion,case_enumeration,Choice C is a plausible distractor for case enumeration; compare it with the original AMC8 answer key.
amc8_2003_p12,D,\dfrac{5}{6},structure_misread,sample_space_modeling,Choice D is a plausible distractor for case enumeration; compare it with the original AMC8 answer key.
amc8_2003_p13,A,4,formula_confusion,diagram_reasoning,Choice A is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_2003_p13,C,8,diagram_misread,formula_selection,Choice C is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_2003_p13,D,10,unit_error,diagram_reasoning,Choice D is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_2003_p13,E,12,radius_diameter_confusion,formula_selection,Choice E is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_2003_p14,A,0,factor_misread,divisibility,Choice A is a plausible distractor for number structure; compare it with the original AMC8 answer key.
amc8_2003_p14,B,1,divisibility_error,factor_structure,Choice B is a plausible distractor for number structure; compare it with the original AMC8 answer key.
amc8_2003_p14,C,2,place_value_error,divisibility,Choice C is a plausible distractor for number structure; compare it with the original AMC8 answer key.
amc8_2003_p14,E,4,operation_error,factor_structure,Choice E is a plausible distractor for number structure; compare it with the original AMC8 answer key.
amc8_2003_p15,A,3,formula_confusion,diagram_reasoning,Choice A is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_2003_p15,C,5,diagram_misread,formula_selection,Choice C is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_2003_p15,D,6,unit_error,diagram_reasoning,Choice D is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_2003_p15,E,7,radius_diameter_confusion,formula_selection,Choice E is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_2003_p16,A,2,case_omission,case_enumeration,Choice A is a plausible distractor for case enumeration; compare it with the original AMC8 answer key.
amc8_2003_p16,B,4,overcounting,sample_space_modeling,Choice B is a plausible distractor for case enumeration; compare it with the original AMC8 answer key.
amc8_2003_p16,C,6,order_confusion,case_enumeration,Choice C is a plausible distractor for case enumeration; compare it with the original AMC8 answer key.
amc8_2003_p16,E,24,structure_misread,sample_space_modeling,Choice E is a plausible distractor for case enumeration; compare it with the original AMC8 answer key.
amc8_2003_p17,A,Nadeen and Austin,operation_error,fluency_precision,Choice A is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_2003_p17,B,Benjamin and Sue,structure_misread,operation_selection,Choice B is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_2003_p17,C,Benjamin and Austin,near_miss,fluency_precision,Choice C is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_2003_p17,D,Nadeen and Tevyn,fluency_slip,operation_selection,Choice D is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_2003_p18,A,1,mean_median_confusion,mean_vs_median,Choice A is a plausible distractor for data reasoning; compare it with the original AMC8 answer key.
amc8_2003_p18,B,4,graph_misread,data_interpretation,Choice B is a plausible distractor for data reasoning; compare it with the original AMC8 answer key.
amc8_2003_p18,C,5,wrong_total,mean_vs_median,Choice C is a plausible distractor for data reasoning; compare it with the original AMC8 answer key.
amc8_2003_p18,E,7,unit_error,data_interpretation,Choice E is a plausible distractor for data reasoning; compare it with the original AMC8 answer key.
amc8_2003_p19,A,1,factor_misread,divisibility,Choice A is a plausible distractor for number structure; compare it with the original AMC8 answer key.
amc8_2003_p19,B,2,divisibility_error,factor_structure,Choice B is a plausible distractor for number structure; compare it with the original AMC8 answer key.
amc8_2003_p19,D,4,place_value_error,divisibility,Choice D is a plausible distractor for number structure; compare it with the original AMC8 answer key.
amc8_2003_p19,E,5,operation_error,factor_structure,Choice E is a plausible distractor for number structure; compare it with the original AMC8 answer key.
amc8_2003_p20,A,0^{\circ},formula_confusion,diagram_reasoning,Choice A is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_2003_p20,B,5^{\circ},diagram_misread,formula_selection,Choice B is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_2003_p20,C,8^{\circ},unit_error,diagram_reasoning,Choice C is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_2003_p20,E,12^{\circ},radius_diameter_confusion,formula_selection,Choice E is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_2003_p21,A,9,formula_confusion,diagram_reasoning,Choice A is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_2003_p21,C,12,diagram_misread,formula_selection,Choice C is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_2003_p21,D,15,unit_error,diagram_reasoning,Choice D is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_2003_p21,E,20,radius_diameter_confusion,formula_selection,Choice E is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_2003_p22,A,A only,formula_confusion,diagram_reasoning,Choice A is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_2003_p22,B,B only,diagram_misread,formula_selection,Choice B is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_2003_p22,D,both A and B,unit_error,diagram_reasoning,Choice D is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_2003_p22,E,all are equal,radius_diameter_confusion,formula_selection,Choice E is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_2003_p23,B,B,formula_confusion,diagram_reasoning,Choice B is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_2003_p23,C,C,diagram_misread,formula_selection,Choice C is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_2003_p23,D,D,unit_error,diagram_reasoning,Choice D is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_2003_p23,E,E,radius_diameter_confusion,formula_selection,Choice E is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_2003_p24,A,A,mean_median_confusion,mean_vs_median,Choice A is a plausible distractor for data reasoning; compare it with the original AMC8 answer key.
amc8_2003_p24,C,C,graph_misread,data_interpretation,Choice C is a plausible distractor for data reasoning; compare it with the original AMC8 answer key.
amc8_2003_p24,D,D,wrong_total,mean_vs_median,Choice D is a plausible distractor for data reasoning; compare it with the original AMC8 answer key.
amc8_2003_p24,E,E,unit_error,data_interpretation,Choice E is a plausible distractor for data reasoning; compare it with the original AMC8 answer key.
amc8_2003_p25,A,\dfrac{15}{4},formula_confusion,diagram_reasoning,Choice A is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_2003_p25,B,\dfrac{21}{4},diagram_misread,formula_selection,Choice B is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_2003_p25,D,\dfrac{21}{2},unit_error,diagram_reasoning,Choice D is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_2003_p25,E,\dfrac{27}{2},radius_diameter_confusion,formula_selection,Choice E is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_2004_p01,A,6,operation_error,fluency_precision,Choice A is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_2004_p01,C,204,structure_misread,operation_selection,Choice C is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_2004_p01,D,864,near_miss,fluency_precision,Choice D is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_2004_p01,E,1224,fluency_slip,operation_selection,Choice E is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_2004_p02,A,4,factor_misread,divisibility,Choice A is a plausible distractor for number structure; compare it with the original AMC8 answer key.
amc8_2004_p02,C,16,divisibility_error,factor_structure,Choice C is a plausible distractor for number structure; compare it with the original AMC8 answer key.
amc8_2004_p02,D,24,place_value_error,divisibility,Choice D is a plausible distractor for number structure; compare it with the original AMC8 answer key.
amc8_2004_p02,E,81,operation_error,factor_structure,Choice E is a plausible distractor for number structure; compare it with the original AMC8 answer key.
amc8_2004_p03,B,9,operation_error,fluency_precision,Choice B is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_2004_p03,C,10,structure_misread,operation_selection,Choice C is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_2004_p03,D,15,near_miss,fluency_precision,Choice D is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_2004_p03,E,18,fluency_slip,operation_selection,Choice E is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_2004_p04,A,2,case_omission,case_enumeration,Choice A is a plausible distractor for case enumeration; compare it with the original AMC8 answer key.
amc8_2004_p04,C,6,overcounting,sample_space_modeling,Choice C is a plausible distractor for case enumeration; compare it with the original AMC8 answer key.
amc8_2004_p04,D,8,order_confusion,case_enumeration,Choice D is a plausible distractor for case enumeration; compare it with the original AMC8 answer key.
amc8_2004_p04,E,10,structure_misread,sample_space_modeling,Choice E is a plausible distractor for case enumeration; compare it with the original AMC8 answer key.
amc8_2004_p05,A,4,operation_error,fluency_precision,Choice A is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_2004_p05,B,7,structure_misread,operation_selection,Choice B is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_2004_p05,C,8,near_miss,fluency_precision,Choice C is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_2004_p05,E,16,fluency_slip,operation_selection,Choice E is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_2004_p06,A,1,additive_ratio_error,unit_rate_modeling,Choice A is a plausible distractor for proportional reasoning; compare it with the original AMC8 answer key.
amc8_2004_p06,B,2,ratio_flip,part_whole_reasoning,Choice B is a plausible distractor for proportional reasoning; compare it with the original AMC8 answer key.
amc8_2004_p06,D,4,wrong_total,unit_rate_modeling,Choice D is a plausible distractor for proportional reasoning; compare it with the original AMC8 answer key.
amc8_2004_p06,E,5,scale_factor_error,part_whole_reasoning,Choice E is a plausible distractor for proportional reasoning; compare it with the original AMC8 answer key.
amc8_2004_p07,A,134,additive_ratio_error,unit_rate_modeling,Choice A is a plausible distractor for proportional reasoning; compare it with the original AMC8 answer key.
amc8_2004_p07,C,176,ratio_flip,part_whole_reasoning,Choice C is a plausible distractor for proportional reasoning; compare it with the original AMC8 answer key.
amc8_2004_p07,D,194,wrong_total,unit_rate_modeling,Choice D is a plausible distractor for proportional reasoning; compare it with the original AMC8 answer key.
amc8_2004_p07,E,243,scale_factor_error,part_whole_reasoning,Choice E is a plausible distractor for proportional reasoning; compare it with the original AMC8 answer key.
amc8_2004_p08,A,6,factor_misread,divisibility,Choice A is a plausible distractor for number structure; compare it with the original AMC8 answer key.
amc8_2004_p08,C,8,divisibility_error,factor_structure,Choice C is a plausible distractor for number structure; compare it with the original AMC8 answer key.
amc8_2004_p08,D,9,place_value_error,divisibility,Choice D is a plausible distractor for number structure; compare it with the original AMC8 answer key.
amc8_2004_p08,E,10,operation_error,factor_structure,Choice E is a plausible distractor for number structure; compare it with the original AMC8 answer key.
amc8_2004_p09,A,55,mean_median_confusion,mean_vs_median,Choice A is a plausible distractor for data reasoning; compare it with the original AMC8 answer key.
amc8_2004_p09,B,56,graph_misread,data_interpretation,Choice B is a plausible distractor for data reasoning; compare it with the original AMC8 answer key.
amc8_2004_p09,C,57,wrong_total,mean_vs_median,Choice C is a plausible distractor for data reasoning; compare it with the original AMC8 answer key.
amc8_2004_p09,E,59,unit_error,data_interpretation,Choice E is a plausible distractor for data reasoning; compare it with the original AMC8 answer key.
amc8_2004_p10,A,\$ 8,operation_error,fluency_precision,Choice A is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_2004_p10,B,\$ 9,structure_misread,operation_selection,Choice B is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_2004_p10,C,\$ 10,near_miss,fluency_precision,Choice C is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_2004_p10,D,\$ 12,fluency_slip,operation_selection,Choice D is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_2004_p11,A,3.5,case_omission,case_enumeration,Choice A is a plausible distractor for case enumeration; compare it with the original AMC8 answer key.
amc8_2004_p11,B,5,overcounting,sample_space_modeling,Choice B is a plausible distractor for case enumeration; compare it with the original AMC8 answer key.
amc8_2004_p11,D,7.5,order_confusion,case_enumeration,Choice D is a plausible distractor for case enumeration; compare it with the original AMC8 answer key.
amc8_2004_p11,E,8,structure_misread,sample_space_modeling,Choice E is a plausible distractor for case enumeration; compare it with the original AMC8 answer key.
amc8_2004_p12,A,7,operation_error,fluency_precision,Choice A is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_2004_p12,C,11,structure_misread,operation_selection,Choice C is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_2004_p12,D,14,near_miss,fluency_precision,Choice D is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_2004_p12,E,15,fluency_slip,operation_selection,Choice E is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_2004_p13,A,"Bill, Amy, Celine",operation_error,fluency_precision,Choice A is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_2004_p13,B,"Amy, Bill, Celine",structure_misread,operation_selection,Choice B is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_2004_p13,C,"Celine, Amy, Bill",near_miss,fluency_precision,Choice C is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_2004_p13,D,"Celine, Bill, Amy",fluency_slip,operation_selection,Choice D is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_2004_p14,A,15,formula_confusion,diagram_reasoning,Choice A is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_2004_p14,B,18 \dfrac{1}{2},diagram_misread,formula_selection,Choice B is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_2004_p14,D,27,unit_error,diagram_reasoning,Choice D is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_2004_p14,E,41,radius_diameter_confusion,formula_selection,Choice E is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_2004_p15,A,5,formula_confusion,diagram_reasoning,Choice A is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_2004_p15,B,7,diagram_misread,formula_selection,Choice B is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_2004_p15,D,12,unit_error,diagram_reasoning,Choice D is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_2004_p15,E,18,radius_diameter_confusion,formula_selection,Choice E is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_2004_p16,A,\dfrac{1}{8},additive_ratio_error,unit_rate_modeling,Choice A is a plausible distractor for proportional reasoning; compare it with the original AMC8 answer key.
amc8_2004_p16,B,\dfrac{3}{16},ratio_flip,part_whole_reasoning,Choice B is a plausible distractor for proportional reasoning; compare it with the original AMC8 answer key.
amc8_2004_p16,D,\dfrac{11}{19},wrong_total,unit_rate_modeling,Choice D is a plausible distractor for proportional reasoning; compare it with the original AMC8 answer key.
amc8_2004_p16,E,\dfrac{11}{15},scale_factor_error,part_whole_reasoning,Choice E is a plausible distractor for proportional reasoning; compare it with the original AMC8 answer key.
amc8_2004_p18,B,Ben,mean_median_confusion,mean_vs_median,Choice B is a plausible distractor for data reasoning; compare it with the original AMC8 answer key.
amc8_2004_p18,C,Cindy,graph_misread,data_interpretation,Choice C is a plausible distractor for data reasoning; compare it with the original AMC8 answer key.
amc8_2004_p18,D,Dave,wrong_total,mean_vs_median,Choice D is a plausible distractor for data reasoning; compare it with the original AMC8 answer key.
amc8_2004_p18,E,Ellen,unit_error,data_interpretation,Choice E is a plausible distractor for data reasoning; compare it with the original AMC8 answer key.
amc8_2004_p19,A,40 and 49,factor_misread,divisibility,Choice A is a plausible distractor for number structure; compare it with the original AMC8 answer key.
amc8_2004_p19,C,100 and 129,divisibility_error,factor_structure,Choice C is a plausible distractor for number structure; compare it with the original AMC8 answer key.
amc8_2004_p19,D,210 and 249,place_value_error,divisibility,Choice D is a plausible distractor for number structure; compare it with the original AMC8 answer key.
amc8_2004_p19,E,320 and 369,operation_error,factor_structure,Choice E is a plausible distractor for number structure; compare it with the original AMC8 answer key.
amc8_2004_p20,A,12,operation_error,fluency_precision,Choice A is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_2004_p20,B,18,structure_misread,operation_selection,Choice B is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_2004_p20,C,24,near_miss,fluency_precision,Choice C is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_2004_p20,E,36,fluency_slip,operation_selection,Choice E is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_2004_p21,A,\dfrac{1}{4},case_omission,case_enumeration,Choice A is a plausible distractor for case enumeration; compare it with the original AMC8 answer key.
amc8_2004_p21,B,\dfrac{1}{3},overcounting,sample_space_modeling,Choice B is a plausible distractor for case enumeration; compare it with the original AMC8 answer key.
amc8_2004_p21,C,\dfrac{1}{2},order_confusion,case_enumeration,Choice C is a plausible distractor for case enumeration; compare it with the original AMC8 answer key.
amc8_2004_p21,E,\dfrac{3}{4},structure_misread,sample_space_modeling,Choice E is a plausible distractor for case enumeration; compare it with the original AMC8 answer key.
amc8_2004_p24,A,6.8,formula_confusion,diagram_reasoning,Choice A is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_2004_p24,B,7.1,diagram_misread,formula_selection,Choice B is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_2004_p24,D,7.8,unit_error,diagram_reasoning,Choice D is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_2004_p24,E,8.1,radius_diameter_confusion,formula_selection,Choice E is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_2004_p25,A,16-4 \pi,formula_confusion,diagram_reasoning,Choice A is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_2004_p25,B,16-2 \pi,diagram_misread,formula_selection,Choice B is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_2004_p25,C,28-4 \pi,unit_error,diagram_reasoning,Choice C is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_2004_p25,E,32-2 \pi,radius_diameter_confusion,formula_selection,Choice E is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_2004_p17,A,1,case_omission,case_enumeration,Choice A is a plausible distractor for case enumeration; compare it with the original AMC8 answer key.
amc8_2004_p17,B,3,overcounting,sample_space_modeling,Choice B is a plausible distractor for case enumeration; compare it with the original AMC8 answer key.
amc8_2004_p17,C,6,order_confusion,case_enumeration,Choice C is a plausible distractor for case enumeration; compare it with the original AMC8 answer key.
amc8_2004_p17,E,12,structure_misread,sample_space_modeling,Choice E is a plausible distractor for case enumeration; compare it with the original AMC8 answer key.
amc8_2004_p22,A,\dfrac{1}{3},case_omission,case_enumeration,Choice A is a plausible distractor for case enumeration; compare it with the original AMC8 answer key.
amc8_2004_p22,C,\dfrac{2}{5},overcounting,sample_space_modeling,Choice C is a plausible distractor for case enumeration; compare it with the original AMC8 answer key.
amc8_2004_p22,D,\dfrac{5}{12},order_confusion,case_enumeration,Choice D is a plausible distractor for case enumeration; compare it with the original AMC8 answer key.
amc8_2004_p22,E,\dfrac{3}{5},structure_misread,sample_space_modeling,Choice E is a plausible distractor for case enumeration; compare it with the original AMC8 answer key.
amc8_2004_p23,A,A,mean_median_confusion,mean_vs_median,Choice A is a plausible distractor for data reasoning; compare it with the original AMC8 answer key.
amc8_2004_p23,B,B,graph_misread,data_interpretation,Choice B is a plausible distractor for data reasoning; compare it with the original AMC8 answer key.
amc8_2004_p23,C,C,wrong_total,mean_vs_median,Choice C is a plausible distractor for data reasoning; compare it with the original AMC8 answer key.
amc8_2004_p23,E,E,unit_error,data_interpretation,Choice E is a plausible distractor for data reasoning; compare it with the original AMC8 answer key.
amc8_2005_p01,A,7.5,operation_error,fluency_precision,Choice A is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_2005_p01,C,30,structure_misread,operation_selection,Choice C is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_2005_p01,D,120,near_miss,fluency_precision,Choice D is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_2005_p01,E,240,fluency_slip,operation_selection,Choice E is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_2005_p02,A,\$ 1.00,operation_error,fluency_precision,Choice A is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_2005_p02,B,\$ 2.00,structure_misread,operation_selection,Choice B is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_2005_p02,D,\$ 2.75,near_miss,fluency_precision,Choice D is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_2005_p02,E,\$ 5.00,fluency_slip,operation_selection,Choice E is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_2005_p03,A,1,formula_confusion,diagram_reasoning,Choice A is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_2005_p03,B,2,diagram_misread,formula_selection,Choice B is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_2005_p03,C,3,unit_error,diagram_reasoning,Choice C is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_2005_p03,E,5,radius_diameter_confusion,formula_selection,Choice E is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_2005_p04,A,24,formula_confusion,diagram_reasoning,Choice A is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_2005_p04,B,25,diagram_misread,formula_selection,Choice B is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_2005_p04,D,48,unit_error,diagram_reasoning,Choice D is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_2005_p04,E,64,radius_diameter_confusion,formula_selection,Choice E is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_2005_p05,A,4,operation_error,fluency_precision,Choice A is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_2005_p05,C,6,structure_misread,operation_selection,Choice C is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_2005_p05,D,8,near_miss,fluency_precision,Choice D is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_2005_p05,E,15,fluency_slip,operation_selection,Choice E is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_2005_p06,A,0,factor_misread,divisibility,Choice A is a plausible distractor for number structure; compare it with the original AMC8 answer key.
amc8_2005_p06,B,4,divisibility_error,factor_structure,Choice B is a plausible distractor for number structure; compare it with the original AMC8 answer key.
amc8_2005_p06,D,6,place_value_error,divisibility,Choice D is a plausible distractor for number structure; compare it with the original AMC8 answer key.
amc8_2005_p06,E,10,operation_error,factor_structure,Choice E is a plausible distractor for number structure; compare it with the original AMC8 answer key.
amc8_2005_p07,A,1,operation_error,fluency_precision,Choice A is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_2005_p07,C,1 \dfrac{1}{2},structure_misread,operation_selection,Choice C is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_2005_p07,D,1 \dfrac{3}{4},near_miss,fluency_precision,Choice D is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_2005_p07,E,2,fluency_slip,operation_selection,Choice E is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_2005_p08,A,m+3 n,factor_misread,divisibility,Choice A is a plausible distractor for number structure; compare it with the original AMC8 answer key.
amc8_2005_p08,B,3 m-n,divisibility_error,factor_structure,Choice B is a plausible distractor for number structure; compare it with the original AMC8 answer key.
amc8_2005_p08,C,3 m^{2}+3 n^{2},place_value_error,divisibility,Choice C is a plausible distractor for number structure; compare it with the original AMC8 answer key.
amc8_2005_p08,D,(n m+3)^{2},operation_error,factor_structure,Choice D is a plausible distractor for number structure; compare it with the original AMC8 answer key.
amc8_2005_p09,A,13.5,formula_confusion,diagram_reasoning,Choice A is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_2005_p09,B,14,diagram_misread,formula_selection,Choice B is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
