id,statement,answer,answer_type,choices,difficulty,concepts,skills,patterns,misconceptions,solution,course,theme,chapter,chapter_title,sequence,source_collection,source_file,taxonomy_layer,taxonomy_stage,problem_type,cognitive_tags,estimated_time_seconds,notes
ise_devmath_fracsimp_006,Simplify 21/84.,1/4,multiple_choice,A:1/4|B:14/77|C:21/84|D:1/84|E:21/4,2,arith_fractions,computation,fraction_fluency;common_factor,operation_error;structure_misread,Divide numerator and denominator by their common factor 21 to get 1/4.,Pre-Algebra,"Fractions, Decimals, Ratios, and Percents",ise-devmath-04-fractions,Fractions and Mixed Numbers,3015,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 4.2 Simplifying Fractions,Foundation,Foundation,computation,fraction_fluency;common_factor,75,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_fracsimp_007,Simplify 8/14.,4/7,multiple_choice,A:6/12|B:8/14|C:4/14|D:8/7|E:4/7,2,arith_fractions,computation,fraction_fluency;common_factor,operation_error;structure_misread,Divide numerator and denominator by their common factor 2 to get 4/7.,Pre-Algebra,"Fractions, Decimals, Ratios, and Percents",ise-devmath-04-fractions,Fractions and Mixed Numbers,3016,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 4.2 Simplifying Fractions,Foundation,Foundation,computation,fraction_fluency;common_factor,75,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_fracsimp_008,Simplify 15/24.,5/8,multiple_choice,A:15/24|B:5/24|C:15/8|D:5/8|E:12/21,2,arith_fractions,computation,fraction_fluency;common_factor,operation_error;structure_misread,Divide numerator and denominator by their common factor 3 to get 5/8.,Pre-Algebra,"Fractions, Decimals, Ratios, and Percents",ise-devmath-04-fractions,Fractions and Mixed Numbers,3017,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 4.2 Simplifying Fractions,Foundation,Foundation,computation,fraction_fluency;common_factor,75,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_fracsimp_009,Simplify 24/36.,2/3,multiple_choice,A:2/36|B:24/3|C:2/3|D:20/32|E:24/36,2,arith_fractions,computation,fraction_fluency;common_factor,operation_error;structure_misread,Divide numerator and denominator by their common factor 12 to get 2/3.,Pre-Algebra,"Fractions, Decimals, Ratios, and Percents",ise-devmath-04-fractions,Fractions and Mixed Numbers,3018,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 4.2 Simplifying Fractions,Foundation,Foundation,computation,fraction_fluency;common_factor,75,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_fracsimp_010,Simplify 35/50.,7/10,multiple_choice,A:35/10|B:7/10|C:30/45|D:35/50|E:7/50,2,arith_fractions,computation,fraction_fluency;common_factor,operation_error;structure_misread,Divide numerator and denominator by their common factor 5 to get 7/10.,Pre-Algebra,"Fractions, Decimals, Ratios, and Percents",ise-devmath-04-fractions,Fractions and Mixed Numbers,3019,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 4.2 Simplifying Fractions,Foundation,Foundation,computation,fraction_fluency;common_factor,75,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_fracsimp_011,Simplify 18/66.,3/11,multiple_choice,A:3/11|B:12/60|C:18/66|D:3/66|E:18/11,2,arith_fractions,computation,fraction_fluency;common_factor,operation_error;structure_misread,Divide numerator and denominator by their common factor 6 to get 3/11.,Pre-Algebra,"Fractions, Decimals, Ratios, and Percents",ise-devmath-04-fractions,Fractions and Mixed Numbers,3020,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 4.2 Simplifying Fractions,Foundation,Foundation,computation,fraction_fluency;common_factor,75,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_fracsimp_012,Simplify 28/84.,1/3,multiple_choice,A:21/77|B:28/84|C:1/84|D:28/3|E:1/3,2,arith_fractions,computation,fraction_fluency;common_factor,operation_error;structure_misread,Divide numerator and denominator by their common factor 28 to get 1/3.,Pre-Algebra,"Fractions, Decimals, Ratios, and Percents",ise-devmath-04-fractions,Fractions and Mixed Numbers,3021,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 4.2 Simplifying Fractions,Foundation,Foundation,computation,fraction_fluency;common_factor,75,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_fracsimp_013,Simplify 10/14.,5/7,multiple_choice,A:10/14|B:5/14|C:10/7|D:5/7|E:8/12,2,arith_fractions,computation,fraction_fluency;common_factor,operation_error;structure_misread,Divide numerator and denominator by their common factor 2 to get 5/7.,Pre-Algebra,"Fractions, Decimals, Ratios, and Percents",ise-devmath-04-fractions,Fractions and Mixed Numbers,3022,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 4.2 Simplifying Fractions,Foundation,Foundation,computation,fraction_fluency;common_factor,75,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_fracsimp_014,Simplify 18/24.,3/4,multiple_choice,A:3/24|B:18/4|C:3/4|D:15/21|E:18/24,2,arith_fractions,computation,fraction_fluency;common_factor,operation_error;structure_misread,Divide numerator and denominator by their common factor 6 to get 3/4.,Pre-Algebra,"Fractions, Decimals, Ratios, and Percents",ise-devmath-04-fractions,Fractions and Mixed Numbers,3023,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 4.2 Simplifying Fractions,Foundation,Foundation,computation,fraction_fluency;common_factor,75,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_fracsimp_015,Simplify 28/36.,7/9,multiple_choice,A:28/9|B:7/9|C:24/32|D:28/36|E:7/36,2,arith_fractions,computation,fraction_fluency;common_factor,operation_error;structure_misread,Divide numerator and denominator by their common factor 4 to get 7/9.,Pre-Algebra,"Fractions, Decimals, Ratios, and Percents",ise-devmath-04-fractions,Fractions and Mixed Numbers,3024,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 4.2 Simplifying Fractions,Foundation,Foundation,computation,fraction_fluency;common_factor,75,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_fracsimp_016,Simplify 15/50.,3/10,multiple_choice,A:3/10|B:10/45|C:15/50|D:3/50|E:15/10,2,arith_fractions,computation,fraction_fluency;common_factor,operation_error;structure_misread,Divide numerator and denominator by their common factor 5 to get 3/10.,Pre-Algebra,"Fractions, Decimals, Ratios, and Percents",ise-devmath-04-fractions,Fractions and Mixed Numbers,3025,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 4.2 Simplifying Fractions,Foundation,Foundation,computation,fraction_fluency;common_factor,75,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_fracmult_001,Compute 2/5 x 3/7.,6/35,multiple_choice,A:6/35|B:5/12|C:6/12|D:5/35|E:14/15,3,arith_fractions,computation,fraction_fluency;operation_selection,operation_error;structure_misread,Multiply numerators and denominators: (2 x 3)/(5 x 7) = 6/35 = 6/35.,Pre-Algebra,"Fractions, Decimals, Ratios, and Percents",ise-devmath-04-fractions,Fractions and Mixed Numbers,3040,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 4.3 Multiplication and Division of Fractions,Standard,Foundation,computation,fraction_fluency;operation_selection,90,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_fracmult_002,Compute 3/6 x 4/8.,1/4,multiple_choice,A:7/14|B:12/14|C:7/48|D:24/24|E:1/4,3,arith_fractions,computation,fraction_fluency;operation_selection,operation_error;structure_misread,Multiply numerators and denominators: (3 x 4)/(6 x 8) = 12/48 = 1/4.,Pre-Algebra,"Fractions, Decimals, Ratios, and Percents",ise-devmath-04-fractions,Fractions and Mixed Numbers,3041,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 4.3 Multiplication and Division of Fractions,Standard,Foundation,computation,fraction_fluency;operation_selection,90,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_fracmult_003,Compute 4/7 x 5/9.,20/63,multiple_choice,A:20/16|B:9/63|C:36/35|D:20/63|E:9/16,3,arith_fractions,computation,fraction_fluency;operation_selection,operation_error;structure_misread,Multiply numerators and denominators: (4 x 5)/(7 x 9) = 20/63 = 20/63.,Pre-Algebra,"Fractions, Decimals, Ratios, and Percents",ise-devmath-04-fractions,Fractions and Mixed Numbers,3042,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 4.3 Multiplication and Division of Fractions,Standard,Foundation,computation,fraction_fluency;operation_selection,90,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_fracmult_004,Compute 5/8 x 6/10.,3/8,multiple_choice,A:11/80|B:50/48|C:3/8|D:11/18|E:30/18,3,arith_fractions,computation,fraction_fluency;operation_selection,operation_error;structure_misread,Multiply numerators and denominators: (5 x 6)/(8 x 10) = 30/80 = 3/8.,Pre-Algebra,"Fractions, Decimals, Ratios, and Percents",ise-devmath-04-fractions,Fractions and Mixed Numbers,3043,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 4.3 Multiplication and Division of Fractions,Standard,Foundation,computation,fraction_fluency;operation_selection,90,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_fracmult_005,Compute 6/9 x 3/11.,2/11,multiple_choice,A:66/27|B:2/11|C:9/20|D:18/20|E:9/99,3,arith_fractions,computation,fraction_fluency;operation_selection,operation_error;structure_misread,Multiply numerators and denominators: (6 x 3)/(9 x 11) = 18/99 = 2/11.,Pre-Algebra,"Fractions, Decimals, Ratios, and Percents",ise-devmath-04-fractions,Fractions and Mixed Numbers,3044,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 4.3 Multiplication and Division of Fractions,Standard,Foundation,computation,fraction_fluency;operation_selection,90,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_fracmult_006,Compute 2/10 x 4/7.,4/35,multiple_choice,A:4/35|B:6/17|C:8/17|D:6/70|E:14/40,3,arith_fractions,computation,fraction_fluency;operation_selection,operation_error;structure_misread,Multiply numerators and denominators: (2 x 4)/(10 x 7) = 8/70 = 4/35.,Pre-Algebra,"Fractions, Decimals, Ratios, and Percents",ise-devmath-04-fractions,Fractions and Mixed Numbers,3045,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 4.3 Multiplication and Division of Fractions,Standard,Foundation,computation,fraction_fluency;operation_selection,90,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_fracmult_007,Compute 3/5 x 5/8.,3/8,multiple_choice,A:8/13|B:15/13|C:8/40|D:24/25|E:3/8,3,arith_fractions,computation,fraction_fluency;operation_selection,operation_error;structure_misread,Multiply numerators and denominators: (3 x 5)/(5 x 8) = 15/40 = 3/8.,Pre-Algebra,"Fractions, Decimals, Ratios, and Percents",ise-devmath-04-fractions,Fractions and Mixed Numbers,3046,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 4.3 Multiplication and Division of Fractions,Standard,Foundation,computation,fraction_fluency;operation_selection,90,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_fracmult_008,Compute 4/6 x 6/9.,4/9,multiple_choice,A:24/15|B:10/54|C:36/36|D:4/9|E:10/15,3,arith_fractions,computation,fraction_fluency;operation_selection,operation_error;structure_misread,Multiply numerators and denominators: (4 x 6)/(6 x 9) = 24/54 = 4/9.,Pre-Algebra,"Fractions, Decimals, Ratios, and Percents",ise-devmath-04-fractions,Fractions and Mixed Numbers,3047,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 4.3 Multiplication and Division of Fractions,Standard,Foundation,computation,fraction_fluency;operation_selection,90,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_fracmult_009,Compute 5/7 x 3/10.,3/14,multiple_choice,A:8/70|B:50/21|C:3/14|D:8/17|E:15/17,3,arith_fractions,computation,fraction_fluency;operation_selection,operation_error;structure_misread,Multiply numerators and denominators: (5 x 3)/(7 x 10) = 15/70 = 3/14.,Pre-Algebra,"Fractions, Decimals, Ratios, and Percents",ise-devmath-04-fractions,Fractions and Mixed Numbers,3048,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 4.3 Multiplication and Division of Fractions,Standard,Foundation,computation,fraction_fluency;operation_selection,90,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_fracmult_010,Compute 6/8 x 4/11.,3/11,multiple_choice,A:66/32|B:3/11|C:10/19|D:24/19|E:10/88,3,arith_fractions,computation,fraction_fluency;operation_selection,operation_error;structure_misread,Multiply numerators and denominators: (6 x 4)/(8 x 11) = 24/88 = 3/11.,Pre-Algebra,"Fractions, Decimals, Ratios, and Percents",ise-devmath-04-fractions,Fractions and Mixed Numbers,3049,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 4.3 Multiplication and Division of Fractions,Standard,Foundation,computation,fraction_fluency;operation_selection,90,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_fracmult_011,Compute 2/9 x 5/7.,10/63,multiple_choice,A:10/63|B:7/16|C:10/16|D:7/63|E:14/45,3,arith_fractions,computation,fraction_fluency;operation_selection,operation_error;structure_misread,Multiply numerators and denominators: (2 x 5)/(9 x 7) = 10/63 = 10/63.,Pre-Algebra,"Fractions, Decimals, Ratios, and Percents",ise-devmath-04-fractions,Fractions and Mixed Numbers,3050,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 4.3 Multiplication and Division of Fractions,Standard,Foundation,computation,fraction_fluency;operation_selection,90,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_fracmult_012,Compute 3/10 x 6/8.,9/40,multiple_choice,A:9/18|B:18/18|C:9/80|D:24/60|E:9/40,3,arith_fractions,computation,fraction_fluency;operation_selection,operation_error;structure_misread,Multiply numerators and denominators: (3 x 6)/(10 x 8) = 18/80 = 9/40.,Pre-Algebra,"Fractions, Decimals, Ratios, and Percents",ise-devmath-04-fractions,Fractions and Mixed Numbers,3051,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 4.3 Multiplication and Division of Fractions,Standard,Foundation,computation,fraction_fluency;operation_selection,90,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_fracmult_013,Compute 4/5 x 3/9.,4/15,multiple_choice,A:12/14|B:7/45|C:36/15|D:4/15|E:7/14,3,arith_fractions,computation,fraction_fluency;operation_selection,operation_error;structure_misread,Multiply numerators and denominators: (4 x 3)/(5 x 9) = 12/45 = 4/15.,Pre-Algebra,"Fractions, Decimals, Ratios, and Percents",ise-devmath-04-fractions,Fractions and Mixed Numbers,3052,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 4.3 Multiplication and Division of Fractions,Standard,Foundation,computation,fraction_fluency;operation_selection,90,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_fracmult_014,Compute 5/6 x 4/10.,1/3,multiple_choice,A:9/60|B:50/24|C:1/3|D:9/16|E:20/16,3,arith_fractions,computation,fraction_fluency;operation_selection,operation_error;structure_misread,Multiply numerators and denominators: (5 x 4)/(6 x 10) = 20/60 = 1/3.,Pre-Algebra,"Fractions, Decimals, Ratios, and Percents",ise-devmath-04-fractions,Fractions and Mixed Numbers,3053,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 4.3 Multiplication and Division of Fractions,Standard,Foundation,computation,fraction_fluency;operation_selection,90,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_fracmult_015,Compute 6/7 x 5/11.,30/77,multiple_choice,A:66/35|B:30/77|C:11/18|D:30/18|E:11/77,3,arith_fractions,computation,fraction_fluency;operation_selection,operation_error;structure_misread,Multiply numerators and denominators: (6 x 5)/(7 x 11) = 30/77 = 30/77.,Pre-Algebra,"Fractions, Decimals, Ratios, and Percents",ise-devmath-04-fractions,Fractions and Mixed Numbers,3054,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 4.3 Multiplication and Division of Fractions,Standard,Foundation,computation,fraction_fluency;operation_selection,90,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_fracmult_016,Compute 2/8 x 6/7.,3/14,multiple_choice,A:3/14|B:8/15|C:12/15|D:8/56|E:14/48,3,arith_fractions,computation,fraction_fluency;operation_selection,operation_error;structure_misread,Multiply numerators and denominators: (2 x 6)/(8 x 7) = 12/56 = 3/14.,Pre-Algebra,"Fractions, Decimals, Ratios, and Percents",ise-devmath-04-fractions,Fractions and Mixed Numbers,3055,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 4.3 Multiplication and Division of Fractions,Standard,Foundation,computation,fraction_fluency;operation_selection,90,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_fraceq_001,Solve x/2 = 3.,6,multiple_choice,A:6|B:3|C:8|D:4|E:12,3,alg_linear_equations;arith_fractions,equation_solving,inverse_operations;fraction_fluency,operation_error;structure_misread,Multiply both sides by 2: x = 3 x 2 = 6.,Algebra 1,Linear Equations,ise-devmath-04-fractions,Fractions and Mixed Numbers,3120,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 4.8 Solving Equations Containing Fractions,Standard,Algebra Readiness,equation_solving,inverse_operations;fraction_fluency,90,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_fraceq_002,Solve x/3 = 4.,12,multiple_choice,A:4|B:15|C:9|D:36|E:12,3,alg_linear_equations;arith_fractions,equation_solving,inverse_operations;fraction_fluency,operation_error;structure_misread,Multiply both sides by 3: x = 4 x 3 = 12.,Algebra 1,Linear Equations,ise-devmath-04-fractions,Fractions and Mixed Numbers,3121,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 4.8 Solving Equations Containing Fractions,Standard,Algebra Readiness,equation_solving,inverse_operations;fraction_fluency,90,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_fraceq_003,Solve x/4 = 5.,20,multiple_choice,A:24|B:16|C:80|D:20|E:5,3,alg_linear_equations;arith_fractions,equation_solving,inverse_operations;fraction_fluency,operation_error;structure_misread,Multiply both sides by 4: x = 5 x 4 = 20.,Algebra 1,Linear Equations,ise-devmath-04-fractions,Fractions and Mixed Numbers,3122,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 4.8 Solving Equations Containing Fractions,Standard,Algebra Readiness,equation_solving,inverse_operations;fraction_fluency,90,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_fraceq_004,Solve x/5 = 6.,30,multiple_choice,A:25|B:150|C:30|D:6|E:35,3,alg_linear_equations;arith_fractions,equation_solving,inverse_operations;fraction_fluency,operation_error;structure_misread,Multiply both sides by 5: x = 6 x 5 = 30.,Algebra 1,Linear Equations,ise-devmath-04-fractions,Fractions and Mixed Numbers,3123,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 4.8 Solving Equations Containing Fractions,Standard,Algebra Readiness,equation_solving,inverse_operations;fraction_fluency,90,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_fraceq_005,Solve x/6 = 7.,42,multiple_choice,A:252|B:42|C:7|D:48|E:36,3,alg_linear_equations;arith_fractions,equation_solving,inverse_operations;fraction_fluency,operation_error;structure_misread,Multiply both sides by 6: x = 7 x 6 = 42.,Algebra 1,Linear Equations,ise-devmath-04-fractions,Fractions and Mixed Numbers,3124,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 4.8 Solving Equations Containing Fractions,Standard,Algebra Readiness,equation_solving,inverse_operations;fraction_fluency,90,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_fraceq_006,Solve x/2 = 8.,16,multiple_choice,A:16|B:8|C:18|D:14|E:32,3,alg_linear_equations;arith_fractions,equation_solving,inverse_operations;fraction_fluency,operation_error;structure_misread,Multiply both sides by 2: x = 8 x 2 = 16.,Algebra 1,Linear Equations,ise-devmath-04-fractions,Fractions and Mixed Numbers,3125,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 4.8 Solving Equations Containing Fractions,Standard,Algebra Readiness,equation_solving,inverse_operations;fraction_fluency,90,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_fraceq_007,Solve x/3 = 9.,27,multiple_choice,A:9|B:30|C:24|D:81|E:27,3,alg_linear_equations;arith_fractions,equation_solving,inverse_operations;fraction_fluency,operation_error;structure_misread,Multiply both sides by 3: x = 9 x 3 = 27.,Algebra 1,Linear Equations,ise-devmath-04-fractions,Fractions and Mixed Numbers,3126,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 4.8 Solving Equations Containing Fractions,Standard,Algebra Readiness,equation_solving,inverse_operations;fraction_fluency,90,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_fraceq_008,Solve x/4 = 10.,40,multiple_choice,A:44|B:36|C:160|D:40|E:10,3,alg_linear_equations;arith_fractions,equation_solving,inverse_operations;fraction_fluency,operation_error;structure_misread,Multiply both sides by 4: x = 10 x 4 = 40.,Algebra 1,Linear Equations,ise-devmath-04-fractions,Fractions and Mixed Numbers,3127,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 4.8 Solving Equations Containing Fractions,Standard,Algebra Readiness,equation_solving,inverse_operations;fraction_fluency,90,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_fraceq_009,Solve x/5 = 11.,55,multiple_choice,A:50|B:275|C:55|D:11|E:60,3,alg_linear_equations;arith_fractions,equation_solving,inverse_operations;fraction_fluency,operation_error;structure_misread,Multiply both sides by 5: x = 11 x 5 = 55.,Algebra 1,Linear Equations,ise-devmath-04-fractions,Fractions and Mixed Numbers,3128,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 4.8 Solving Equations Containing Fractions,Standard,Algebra Readiness,equation_solving,inverse_operations;fraction_fluency,90,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_fraceq_010,Solve x/6 = 12.,72,multiple_choice,A:432|B:72|C:12|D:78|E:66,3,alg_linear_equations;arith_fractions,equation_solving,inverse_operations;fraction_fluency,operation_error;structure_misread,Multiply both sides by 6: x = 12 x 6 = 72.,Algebra 1,Linear Equations,ise-devmath-04-fractions,Fractions and Mixed Numbers,3129,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 4.8 Solving Equations Containing Fractions,Standard,Algebra Readiness,equation_solving,inverse_operations;fraction_fluency,90,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_fraceq_011,Solve x/2 = 13.,26,multiple_choice,A:26|B:13|C:28|D:24|E:52,3,alg_linear_equations;arith_fractions,equation_solving,inverse_operations;fraction_fluency,operation_error;structure_misread,Multiply both sides by 2: x = 13 x 2 = 26.,Algebra 1,Linear Equations,ise-devmath-04-fractions,Fractions and Mixed Numbers,3130,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 4.8 Solving Equations Containing Fractions,Standard,Algebra Readiness,equation_solving,inverse_operations;fraction_fluency,90,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_fraceq_012,Solve x/3 = 14.,42,multiple_choice,A:14|B:45|C:39|D:126|E:42,3,alg_linear_equations;arith_fractions,equation_solving,inverse_operations;fraction_fluency,operation_error;structure_misread,Multiply both sides by 3: x = 14 x 3 = 42.,Algebra 1,Linear Equations,ise-devmath-04-fractions,Fractions and Mixed Numbers,3131,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 4.8 Solving Equations Containing Fractions,Standard,Algebra Readiness,equation_solving,inverse_operations;fraction_fluency,90,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_fraceq_013,Solve x/4 = 15.,60,multiple_choice,A:64|B:56|C:240|D:60|E:15,3,alg_linear_equations;arith_fractions,equation_solving,inverse_operations;fraction_fluency,operation_error;structure_misread,Multiply both sides by 4: x = 15 x 4 = 60.,Algebra 1,Linear Equations,ise-devmath-04-fractions,Fractions and Mixed Numbers,3132,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 4.8 Solving Equations Containing Fractions,Standard,Algebra Readiness,equation_solving,inverse_operations;fraction_fluency,90,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_fraceq_014,Solve x/5 = 16.,80,multiple_choice,A:75|B:400|C:80|D:16|E:85,3,alg_linear_equations;arith_fractions,equation_solving,inverse_operations;fraction_fluency,operation_error;structure_misread,Multiply both sides by 5: x = 16 x 5 = 80.,Algebra 1,Linear Equations,ise-devmath-04-fractions,Fractions and Mixed Numbers,3133,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 4.8 Solving Equations Containing Fractions,Standard,Algebra Readiness,equation_solving,inverse_operations;fraction_fluency,90,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_fraceq_015,Solve x/6 = 17.,102,multiple_choice,A:612|B:102|C:17|D:108|E:96,3,alg_linear_equations;arith_fractions,equation_solving,inverse_operations;fraction_fluency,operation_error;structure_misread,Multiply both sides by 6: x = 17 x 6 = 102.,Algebra 1,Linear Equations,ise-devmath-04-fractions,Fractions and Mixed Numbers,3134,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 4.8 Solving Equations Containing Fractions,Standard,Algebra Readiness,equation_solving,inverse_operations;fraction_fluency,90,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_fraceq_016,Solve x/2 = 18.,36,multiple_choice,A:36|B:18|C:38|D:34|E:72,3,alg_linear_equations;arith_fractions,equation_solving,inverse_operations;fraction_fluency,operation_error;structure_misread,Multiply both sides by 2: x = 18 x 2 = 36.,Algebra 1,Linear Equations,ise-devmath-04-fractions,Fractions and Mixed Numbers,3135,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 4.8 Solving Equations Containing Fractions,Standard,Algebra Readiness,equation_solving,inverse_operations;fraction_fluency,90,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
