id,statement,answer,answer_type,choices,difficulty,concepts,skills,patterns,misconceptions,solution,course,theme,chapter,chapter_title,sequence,source_collection,source_file,taxonomy_layer,taxonomy_stage,problem_type,cognitive_tags,estimated_time_seconds,notes,language,curriculum_system,region,display_track,grade_band,content_status
jianzisheng_cn_junior_chapter_expansion_v1_cn-junior-01-linear-equations_001,解方程：4x+2=22，x 的值是多少？,5,multiple_choice,A:5|B:20|C:6|D:-5|E:10,3,alg_linear_equations;prealg_expressions,one_variable_equation;inverse_operations,linear_equation_structure;equation_balance,inverse_operation_order_error;constant_term_error,先移项得 4x=20，再两边除以 4，得到 x=5。,CN Junior High Math,方程与代数,cn-junior-01-linear-equations,初中一元一次方程,24000,jianzisheng_cn_junior_chapter_expansion_v1,local-ocr-derived: cn_curriculum_pilot_v0; chapter=cn-junior-01-linear-equations; expansion=v1,Standard,Algebra Readiness,cn_linear_equation_solving,inverse_operations;symbolic_fluency,80,Chapter-level expansion from existing cleaned Jian Zi Sheng junior OCR coverage signals. Project-native original-equivalent variants; no direct textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,production
jianzisheng_cn_junior_chapter_expansion_v1_cn-junior-g8-triangle-area_012,三角形的底为 14，高为 11，面积是多少？,77,multiple_choice,A:154|B:25|C:91|D:3|E:77,3,geo_area;geo_triangles,triangle_area;formula_application,area_formula;geometry_measurement,missing_half_factor;perimeter_area_confusion,三角形面积=底×高÷2，所以面积为 14×11÷2=77。,CN Junior High Math,三角形基础,cn-junior-g8-triangle-area,八年级：三角形面积与高,24731,jianzisheng_cn_junior_chapter_expansion_v1,local-ocr-derived: jianzisheng_cn_junior_grade8_batch2_v0; chapter=cn-junior-g8-triangle-area; expansion=v1,Standard,Bridge,cn_triangle_area,formula_selection;geometric_reasoning,110,Chapter-level expansion from existing cleaned Jian Zi Sheng junior OCR coverage signals. Project-native original-equivalent variants; no direct textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,production
jianzisheng_cn_junior_chapter_expansion_v1_cn-junior-g8-triangle-area_013,三角形的底为 15，高为 13，面积是多少？,97.5,multiple_choice,A:28|B:112.5|C:2|D:97.5|E:195,3,geo_area;geo_triangles,triangle_area;formula_application,area_formula;geometry_measurement,missing_half_factor;perimeter_area_confusion,三角形面积=底×高÷2，所以面积为 15×13÷2=97.5。,CN Junior High Math,三角形基础,cn-junior-g8-triangle-area,八年级：三角形面积与高,24732,jianzisheng_cn_junior_chapter_expansion_v1,local-ocr-derived: jianzisheng_cn_junior_grade8_batch2_v0; chapter=cn-junior-g8-triangle-area; expansion=v1,Standard,Bridge,cn_triangle_area,formula_selection;geometric_reasoning,110,Chapter-level expansion from existing cleaned Jian Zi Sheng junior OCR coverage signals. Project-native original-equivalent variants; no direct textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,production
jianzisheng_cn_junior_chapter_expansion_v1_cn-junior-g8-triangle-area_014,三角形的底为 16，高为 5，面积是多少？,40,multiple_choice,A:56|B:11|C:40|D:80|E:21,3,geo_area;geo_triangles,triangle_area;formula_application,area_formula;geometry_measurement,missing_half_factor;perimeter_area_confusion,三角形面积=底×高÷2，所以面积为 16×5÷2=40。,CN Junior High Math,三角形基础,cn-junior-g8-triangle-area,八年级：三角形面积与高,24733,jianzisheng_cn_junior_chapter_expansion_v1,local-ocr-derived: jianzisheng_cn_junior_grade8_batch2_v0; chapter=cn-junior-g8-triangle-area; expansion=v1,Standard,Bridge,cn_triangle_area,formula_selection;geometric_reasoning,110,Chapter-level expansion from existing cleaned Jian Zi Sheng junior OCR coverage signals. Project-native original-equivalent variants; no direct textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,production
jianzisheng_cn_junior_chapter_expansion_v1_cn-junior-g8-congruence-correspondence_001,已知 △LMN≌△RST，且 MN=13，则对应边 ST 的长是多少？,13,multiple_choice,A:13|B:14|C:12|D:26|E:10,3,geo_congruence;geo_triangles,corresponding_parts;congruence_reasoning,cpctc;geometry_correspondence,corresponding_order_error;equal_shape_notation_error,全等三角形的对应边相等，所以 ST=13。,CN Junior High Math,三角形全等,cn-junior-g8-congruence-correspondence,八年级：全等三角形对应关系,24740,jianzisheng_cn_junior_chapter_expansion_v1,local-ocr-derived: jianzisheng_cn_junior_grade8_batch2_v0; chapter=cn-junior-g8-congruence-correspondence; expansion=v1,Standard,Bridge,cn_congruence_corresponding_side,proof_reasoning;structure_recognition,110,Chapter-level expansion from existing cleaned Jian Zi Sheng junior OCR coverage signals. Project-native original-equivalent variants; no direct textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,production
jianzisheng_cn_junior_chapter_expansion_v1_cn-junior-g8-congruence-correspondence_002,已知 △ABC≌△DEF，且 AB=14，则对应边 DE 的长是多少？,14,multiple_choice,A:15|B:13|C:28|D:11|E:14,3,geo_congruence;geo_triangles,corresponding_parts;congruence_reasoning,cpctc;geometry_correspondence,corresponding_order_error;equal_shape_notation_error,全等三角形的对应边相等，所以 DE=14。,CN Junior High Math,三角形全等,cn-junior-g8-congruence-correspondence,八年级：全等三角形对应关系,24741,jianzisheng_cn_junior_chapter_expansion_v1,local-ocr-derived: jianzisheng_cn_junior_grade8_batch2_v0; chapter=cn-junior-g8-congruence-correspondence; expansion=v1,Standard,Bridge,cn_congruence_corresponding_side,proof_reasoning;structure_recognition,110,Chapter-level expansion from existing cleaned Jian Zi Sheng junior OCR coverage signals. Project-native original-equivalent variants; no direct textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,production
jianzisheng_cn_junior_chapter_expansion_v1_cn-junior-g8-congruence-correspondence_003,已知 △ABC≌△DEF，且 BC=15，则对应边 EF 的长是多少？,15,multiple_choice,A:14|B:30|C:12|D:15|E:16,3,geo_congruence;geo_triangles,corresponding_parts;congruence_reasoning,cpctc;geometry_correspondence,corresponding_order_error;equal_shape_notation_error,全等三角形的对应边相等，所以 EF=15。,CN Junior High Math,三角形全等,cn-junior-g8-congruence-correspondence,八年级：全等三角形对应关系,24742,jianzisheng_cn_junior_chapter_expansion_v1,local-ocr-derived: jianzisheng_cn_junior_grade8_batch2_v0; chapter=cn-junior-g8-congruence-correspondence; expansion=v1,Standard,Bridge,cn_congruence_corresponding_side,proof_reasoning;structure_recognition,110,Chapter-level expansion from existing cleaned Jian Zi Sheng junior OCR coverage signals. Project-native original-equivalent variants; no direct textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,production
jianzisheng_cn_junior_chapter_expansion_v1_cn-junior-g8-congruence-correspondence_004,已知 △PQR≌△XYZ，且 PR=16，则对应边 XZ 的长是多少？,16,multiple_choice,A:32|B:13|C:16|D:17|E:15,3,geo_congruence;geo_triangles,corresponding_parts;congruence_reasoning,cpctc;geometry_correspondence,corresponding_order_error;equal_shape_notation_error,全等三角形的对应边相等，所以 XZ=16。,CN Junior High Math,三角形全等,cn-junior-g8-congruence-correspondence,八年级：全等三角形对应关系,24743,jianzisheng_cn_junior_chapter_expansion_v1,local-ocr-derived: jianzisheng_cn_junior_grade8_batch2_v0; chapter=cn-junior-g8-congruence-correspondence; expansion=v1,Standard,Bridge,cn_congruence_corresponding_side,proof_reasoning;structure_recognition,110,Chapter-level expansion from existing cleaned Jian Zi Sheng junior OCR coverage signals. Project-native original-equivalent variants; no direct textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,production
jianzisheng_cn_junior_chapter_expansion_v1_cn-junior-g8-congruence-correspondence_005,已知 △LMN≌△RST，且 MN=17，则对应边 ST 的长是多少？,17,multiple_choice,A:14|B:17|C:18|D:16|E:34,3,geo_congruence;geo_triangles,corresponding_parts;congruence_reasoning,cpctc;geometry_correspondence,corresponding_order_error;equal_shape_notation_error,全等三角形的对应边相等，所以 ST=17。,CN Junior High Math,三角形全等,cn-junior-g8-congruence-correspondence,八年级：全等三角形对应关系,24744,jianzisheng_cn_junior_chapter_expansion_v1,local-ocr-derived: jianzisheng_cn_junior_grade8_batch2_v0; chapter=cn-junior-g8-congruence-correspondence; expansion=v1,Standard,Bridge,cn_congruence_corresponding_side,proof_reasoning;structure_recognition,110,Chapter-level expansion from existing cleaned Jian Zi Sheng junior OCR coverage signals. Project-native original-equivalent variants; no direct textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,production
jianzisheng_cn_junior_chapter_expansion_v1_cn-junior-g8-congruence-correspondence_006,已知 △ABC≌△DEF，且 AB=18，则对应边 DE 的长是多少？,18,multiple_choice,A:18|B:19|C:17|D:36|E:15,3,geo_congruence;geo_triangles,corresponding_parts;congruence_reasoning,cpctc;geometry_correspondence,corresponding_order_error;equal_shape_notation_error,全等三角形的对应边相等，所以 DE=18。,CN Junior High Math,三角形全等,cn-junior-g8-congruence-correspondence,八年级：全等三角形对应关系,24745,jianzisheng_cn_junior_chapter_expansion_v1,local-ocr-derived: jianzisheng_cn_junior_grade8_batch2_v0; chapter=cn-junior-g8-congruence-correspondence; expansion=v1,Standard,Bridge,cn_congruence_corresponding_side,proof_reasoning;structure_recognition,110,Chapter-level expansion from existing cleaned Jian Zi Sheng junior OCR coverage signals. Project-native original-equivalent variants; no direct textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,production
jianzisheng_cn_junior_chapter_expansion_v1_cn-junior-g8-congruence-correspondence_007,已知 △ABC≌△DEF，且 BC=19，则对应边 EF 的长是多少？,19,multiple_choice,A:20|B:18|C:38|D:16|E:19,3,geo_congruence;geo_triangles,corresponding_parts;congruence_reasoning,cpctc;geometry_correspondence,corresponding_order_error;equal_shape_notation_error,全等三角形的对应边相等，所以 EF=19。,CN Junior High Math,三角形全等,cn-junior-g8-congruence-correspondence,八年级：全等三角形对应关系,24746,jianzisheng_cn_junior_chapter_expansion_v1,local-ocr-derived: jianzisheng_cn_junior_grade8_batch2_v0; chapter=cn-junior-g8-congruence-correspondence; expansion=v1,Standard,Bridge,cn_congruence_corresponding_side,proof_reasoning;structure_recognition,110,Chapter-level expansion from existing cleaned Jian Zi Sheng junior OCR coverage signals. Project-native original-equivalent variants; no direct textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,production
jianzisheng_cn_junior_chapter_expansion_v1_cn-junior-g8-congruence-correspondence_008,已知 △PQR≌△XYZ，且 PR=20，则对应边 XZ 的长是多少？,20,multiple_choice,A:19|B:40|C:17|D:20|E:21,3,geo_congruence;geo_triangles,corresponding_parts;congruence_reasoning,cpctc;geometry_correspondence,corresponding_order_error;equal_shape_notation_error,全等三角形的对应边相等，所以 XZ=20。,CN Junior High Math,三角形全等,cn-junior-g8-congruence-correspondence,八年级：全等三角形对应关系,24747,jianzisheng_cn_junior_chapter_expansion_v1,local-ocr-derived: jianzisheng_cn_junior_grade8_batch2_v0; chapter=cn-junior-g8-congruence-correspondence; expansion=v1,Standard,Bridge,cn_congruence_corresponding_side,proof_reasoning;structure_recognition,110,Chapter-level expansion from existing cleaned Jian Zi Sheng junior OCR coverage signals. Project-native original-equivalent variants; no direct textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,production
jianzisheng_cn_junior_chapter_expansion_v1_cn-junior-g8-congruence-correspondence_009,已知 △LMN≌△RST，且 MN=6，则对应边 ST 的长是多少？,6,multiple_choice,A:12|B:3|C:6|D:7|E:5,3,geo_congruence;geo_triangles,corresponding_parts;congruence_reasoning,cpctc;geometry_correspondence,corresponding_order_error;equal_shape_notation_error,全等三角形的对应边相等，所以 ST=6。,CN Junior High Math,三角形全等,cn-junior-g8-congruence-correspondence,八年级：全等三角形对应关系,24748,jianzisheng_cn_junior_chapter_expansion_v1,local-ocr-derived: jianzisheng_cn_junior_grade8_batch2_v0; chapter=cn-junior-g8-congruence-correspondence; expansion=v1,Standard,Bridge,cn_congruence_corresponding_side,proof_reasoning;structure_recognition,110,Chapter-level expansion from existing cleaned Jian Zi Sheng junior OCR coverage signals. Project-native original-equivalent variants; no direct textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,production
jianzisheng_cn_junior_chapter_expansion_v1_cn-junior-g8-congruence-correspondence_010,已知 △ABC≌△DEF，且 AB=7，则对应边 DE 的长是多少？,7,multiple_choice,A:4|B:7|C:8|D:6|E:14,3,geo_congruence;geo_triangles,corresponding_parts;congruence_reasoning,cpctc;geometry_correspondence,corresponding_order_error;equal_shape_notation_error,全等三角形的对应边相等，所以 DE=7。,CN Junior High Math,三角形全等,cn-junior-g8-congruence-correspondence,八年级：全等三角形对应关系,24749,jianzisheng_cn_junior_chapter_expansion_v1,local-ocr-derived: jianzisheng_cn_junior_grade8_batch2_v0; chapter=cn-junior-g8-congruence-correspondence; expansion=v1,Standard,Bridge,cn_congruence_corresponding_side,proof_reasoning;structure_recognition,110,Chapter-level expansion from existing cleaned Jian Zi Sheng junior OCR coverage signals. Project-native original-equivalent variants; no direct textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,production
jianzisheng_cn_junior_chapter_expansion_v1_cn-junior-g8-congruence-correspondence_011,已知 △ABC≌△DEF，且 BC=8，则对应边 EF 的长是多少？,8,multiple_choice,A:8|B:9|C:7|D:16|E:5,3,geo_congruence;geo_triangles,corresponding_parts;congruence_reasoning,cpctc;geometry_correspondence,corresponding_order_error;equal_shape_notation_error,全等三角形的对应边相等，所以 EF=8。,CN Junior High Math,三角形全等,cn-junior-g8-congruence-correspondence,八年级：全等三角形对应关系,24750,jianzisheng_cn_junior_chapter_expansion_v1,local-ocr-derived: jianzisheng_cn_junior_grade8_batch2_v0; chapter=cn-junior-g8-congruence-correspondence; expansion=v1,Standard,Bridge,cn_congruence_corresponding_side,proof_reasoning;structure_recognition,110,Chapter-level expansion from existing cleaned Jian Zi Sheng junior OCR coverage signals. Project-native original-equivalent variants; no direct textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,production
jianzisheng_cn_junior_chapter_expansion_v1_cn-junior-g8-congruence-correspondence_012,已知 △PQR≌△XYZ，且 PR=9，则对应边 XZ 的长是多少？,9,multiple_choice,A:10|B:8|C:18|D:6|E:9,3,geo_congruence;geo_triangles,corresponding_parts;congruence_reasoning,cpctc;geometry_correspondence,corresponding_order_error;equal_shape_notation_error,全等三角形的对应边相等，所以 XZ=9。,CN Junior High Math,三角形全等,cn-junior-g8-congruence-correspondence,八年级：全等三角形对应关系,24751,jianzisheng_cn_junior_chapter_expansion_v1,local-ocr-derived: jianzisheng_cn_junior_grade8_batch2_v0; chapter=cn-junior-g8-congruence-correspondence; expansion=v1,Standard,Bridge,cn_congruence_corresponding_side,proof_reasoning;structure_recognition,110,Chapter-level expansion from existing cleaned Jian Zi Sheng junior OCR coverage signals. Project-native original-equivalent variants; no direct textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,production
jianzisheng_cn_junior_chapter_expansion_v1_cn-junior-g8-congruence-correspondence_013,已知 △LMN≌△RST，且 MN=10，则对应边 ST 的长是多少？,10,multiple_choice,A:9|B:20|C:7|D:10|E:11,3,geo_congruence;geo_triangles,corresponding_parts;congruence_reasoning,cpctc;geometry_correspondence,corresponding_order_error;equal_shape_notation_error,全等三角形的对应边相等，所以 ST=10。,CN Junior High Math,三角形全等,cn-junior-g8-congruence-correspondence,八年级：全等三角形对应关系,24752,jianzisheng_cn_junior_chapter_expansion_v1,local-ocr-derived: jianzisheng_cn_junior_grade8_batch2_v0; chapter=cn-junior-g8-congruence-correspondence; expansion=v1,Standard,Bridge,cn_congruence_corresponding_side,proof_reasoning;structure_recognition,110,Chapter-level expansion from existing cleaned Jian Zi Sheng junior OCR coverage signals. Project-native original-equivalent variants; no direct textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,production
jianzisheng_cn_junior_chapter_expansion_v1_cn-junior-g8-congruence-correspondence_014,已知 △ABC≌△DEF，且 AB=11，则对应边 DE 的长是多少？,11,multiple_choice,A:22|B:8|C:11|D:12|E:10,3,geo_congruence;geo_triangles,corresponding_parts;congruence_reasoning,cpctc;geometry_correspondence,corresponding_order_error;equal_shape_notation_error,全等三角形的对应边相等，所以 DE=11。,CN Junior High Math,三角形全等,cn-junior-g8-congruence-correspondence,八年级：全等三角形对应关系,24753,jianzisheng_cn_junior_chapter_expansion_v1,local-ocr-derived: jianzisheng_cn_junior_grade8_batch2_v0; chapter=cn-junior-g8-congruence-correspondence; expansion=v1,Standard,Bridge,cn_congruence_corresponding_side,proof_reasoning;structure_recognition,110,Chapter-level expansion from existing cleaned Jian Zi Sheng junior OCR coverage signals. Project-native original-equivalent variants; no direct textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,production
jianzisheng_cn_junior_chapter_expansion_v1_cn-junior-g8-coordinate-distance_001,直角三角形的斜边长为 13，一条直角边长为 5，另一条直角边长是多少？,12,multiple_choice,A:12|B:8|C:18|D:13|E:17,4,geo_coordinate_geometry;geo_pythagorean;alg_graphing,coordinate_distance;pythagorean_theorem,coordinate_right_triangle;distance_on_plane,manhattan_distance_error;coordinate_difference_error,由勾股定理，另一条直角边为 √(13^2-5^2)=12。,CN Junior High Math,平面直角坐标系,cn-junior-g8-coordinate-distance,八年级：坐标距离与勾股定理,24760,jianzisheng_cn_junior_chapter_expansion_v1,local-ocr-derived: jianzisheng_cn_junior_grade8_batch2_v0; chapter=cn-junior-g8-coordinate-distance; expansion=v1,Honors,Algebra Readiness,cn_coordinate_pythagorean_distance,spatial_reasoning;formula_selection,130,Chapter-level expansion from existing cleaned Jian Zi Sheng junior OCR coverage signals. Project-native original-equivalent variants; no direct textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,production
jianzisheng_cn_junior_chapter_expansion_v1_cn-junior-g8-coordinate-distance_002,直角三角形的斜边长为 15，一条直角边长为 9，另一条直角边长是多少？,12,multiple_choice,A:6|B:24|C:13|D:15|E:12,4,geo_coordinate_geometry;geo_pythagorean;alg_graphing,coordinate_distance;pythagorean_theorem,coordinate_right_triangle;distance_on_plane,manhattan_distance_error;coordinate_difference_error,由勾股定理，另一条直角边为 √(15^2-9^2)=12。,CN Junior High Math,平面直角坐标系,cn-junior-g8-coordinate-distance,八年级：坐标距离与勾股定理,24761,jianzisheng_cn_junior_chapter_expansion_v1,local-ocr-derived: jianzisheng_cn_junior_grade8_batch2_v0; chapter=cn-junior-g8-coordinate-distance; expansion=v1,Honors,Algebra Readiness,cn_coordinate_pythagorean_distance,spatial_reasoning;formula_selection,130,Chapter-level expansion from existing cleaned Jian Zi Sheng junior OCR coverage signals. Project-native original-equivalent variants; no direct textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,production
jianzisheng_cn_junior_chapter_expansion_v1_cn-junior-g8-coordinate-distance_003,直角三角形的斜边长为 17，一条直角边长为 8，另一条直角边长是多少？,15,multiple_choice,A:25|B:16|C:17|D:15|E:9,4,geo_coordinate_geometry;geo_pythagorean;alg_graphing,coordinate_distance;pythagorean_theorem,coordinate_right_triangle;distance_on_plane,manhattan_distance_error;coordinate_difference_error,由勾股定理，另一条直角边为 √(17^2-8^2)=15。,CN Junior High Math,平面直角坐标系,cn-junior-g8-coordinate-distance,八年级：坐标距离与勾股定理,24762,jianzisheng_cn_junior_chapter_expansion_v1,local-ocr-derived: jianzisheng_cn_junior_grade8_batch2_v0; chapter=cn-junior-g8-coordinate-distance; expansion=v1,Honors,Algebra Readiness,cn_coordinate_pythagorean_distance,spatial_reasoning;formula_selection,130,Chapter-level expansion from existing cleaned Jian Zi Sheng junior OCR coverage signals. Project-native original-equivalent variants; no direct textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,production
jianzisheng_cn_junior_chapter_expansion_v1_cn-junior-g8-coordinate-distance_004,直角三角形的斜边长为 25，一条直角边长为 7，另一条直角边长是多少？,24,multiple_choice,A:25|B:29|C:24|D:18|E:32,4,geo_coordinate_geometry;geo_pythagorean;alg_graphing,coordinate_distance;pythagorean_theorem,coordinate_right_triangle;distance_on_plane,manhattan_distance_error;coordinate_difference_error,由勾股定理，另一条直角边为 √(25^2-7^2)=24。,CN Junior High Math,平面直角坐标系,cn-junior-g8-coordinate-distance,八年级：坐标距离与勾股定理,24763,jianzisheng_cn_junior_chapter_expansion_v1,local-ocr-derived: jianzisheng_cn_junior_grade8_batch2_v0; chapter=cn-junior-g8-coordinate-distance; expansion=v1,Honors,Algebra Readiness,cn_coordinate_pythagorean_distance,spatial_reasoning;formula_selection,130,Chapter-level expansion from existing cleaned Jian Zi Sheng junior OCR coverage signals. Project-native original-equivalent variants; no direct textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,production
jianzisheng_cn_junior_chapter_expansion_v1_cn-junior-g8-coordinate-distance_005,直角三角形的斜边长为 26，一条直角边长为 10，另一条直角边长是多少？,24,multiple_choice,A:26|B:24|C:16|D:36|E:25,4,geo_coordinate_geometry;geo_pythagorean;alg_graphing,coordinate_distance;pythagorean_theorem,coordinate_right_triangle;distance_on_plane,manhattan_distance_error;coordinate_difference_error,由勾股定理，另一条直角边为 √(26^2-10^2)=24。,CN Junior High Math,平面直角坐标系,cn-junior-g8-coordinate-distance,八年级：坐标距离与勾股定理,24764,jianzisheng_cn_junior_chapter_expansion_v1,local-ocr-derived: jianzisheng_cn_junior_grade8_batch2_v0; chapter=cn-junior-g8-coordinate-distance; expansion=v1,Honors,Algebra Readiness,cn_coordinate_pythagorean_distance,spatial_reasoning;formula_selection,130,Chapter-level expansion from existing cleaned Jian Zi Sheng junior OCR coverage signals. Project-native original-equivalent variants; no direct textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,production
jianzisheng_cn_junior_chapter_expansion_v1_cn-junior-g8-coordinate-distance_006,直角三角形的斜边长为 10，一条直角边长为 6，另一条直角边长是多少？,8,multiple_choice,A:8|B:4|C:16|D:9|E:10,4,geo_coordinate_geometry;geo_pythagorean;alg_graphing,coordinate_distance;pythagorean_theorem,coordinate_right_triangle;distance_on_plane,manhattan_distance_error;coordinate_difference_error,由勾股定理，另一条直角边为 √(10^2-6^2)=8。,CN Junior High Math,平面直角坐标系,cn-junior-g8-coordinate-distance,八年级：坐标距离与勾股定理,24765,jianzisheng_cn_junior_chapter_expansion_v1,local-ocr-derived: jianzisheng_cn_junior_grade8_batch2_v0; chapter=cn-junior-g8-coordinate-distance; expansion=v1,Honors,Algebra Readiness,cn_coordinate_pythagorean_distance,spatial_reasoning;formula_selection,130,Chapter-level expansion from existing cleaned Jian Zi Sheng junior OCR coverage signals. Project-native original-equivalent variants; no direct textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,production
jianzisheng_cn_junior_chapter_expansion_v1_cn-junior-g8-coordinate-distance_007,直角三角形的斜边长为 13，一条直角边长为 5，另一条直角边长是多少？,12,multiple_choice,A:8|B:18|C:13|D:17|E:12,4,geo_coordinate_geometry;geo_pythagorean;alg_graphing,coordinate_distance;pythagorean_theorem,coordinate_right_triangle;distance_on_plane,manhattan_distance_error;coordinate_difference_error,由勾股定理，另一条直角边为 √(13^2-5^2)=12。,CN Junior High Math,平面直角坐标系,cn-junior-g8-coordinate-distance,八年级：坐标距离与勾股定理,24766,jianzisheng_cn_junior_chapter_expansion_v1,local-ocr-derived: jianzisheng_cn_junior_grade8_batch2_v0; chapter=cn-junior-g8-coordinate-distance; expansion=v1,Honors,Algebra Readiness,cn_coordinate_pythagorean_distance,spatial_reasoning;formula_selection,130,Chapter-level expansion from existing cleaned Jian Zi Sheng junior OCR coverage signals. Project-native original-equivalent variants; no direct textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,production
jianzisheng_cn_junior_chapter_expansion_v1_cn-junior-g8-coordinate-distance_008,直角三角形的斜边长为 15，一条直角边长为 9，另一条直角边长是多少？,12,multiple_choice,A:24|B:13|C:15|D:12|E:6,4,geo_coordinate_geometry;geo_pythagorean;alg_graphing,coordinate_distance;pythagorean_theorem,coordinate_right_triangle;distance_on_plane,manhattan_distance_error;coordinate_difference_error,由勾股定理，另一条直角边为 √(15^2-9^2)=12。,CN Junior High Math,平面直角坐标系,cn-junior-g8-coordinate-distance,八年级：坐标距离与勾股定理,24767,jianzisheng_cn_junior_chapter_expansion_v1,local-ocr-derived: jianzisheng_cn_junior_grade8_batch2_v0; chapter=cn-junior-g8-coordinate-distance; expansion=v1,Honors,Algebra Readiness,cn_coordinate_pythagorean_distance,spatial_reasoning;formula_selection,130,Chapter-level expansion from existing cleaned Jian Zi Sheng junior OCR coverage signals. Project-native original-equivalent variants; no direct textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,production
jianzisheng_cn_junior_chapter_expansion_v1_cn-junior-g8-coordinate-distance_009,直角三角形的斜边长为 17，一条直角边长为 8，另一条直角边长是多少？,15,multiple_choice,A:16|B:17|C:15|D:9|E:25,4,geo_coordinate_geometry;geo_pythagorean;alg_graphing,coordinate_distance;pythagorean_theorem,coordinate_right_triangle;distance_on_plane,manhattan_distance_error;coordinate_difference_error,由勾股定理，另一条直角边为 √(17^2-8^2)=15。,CN Junior High Math,平面直角坐标系,cn-junior-g8-coordinate-distance,八年级：坐标距离与勾股定理,24768,jianzisheng_cn_junior_chapter_expansion_v1,local-ocr-derived: jianzisheng_cn_junior_grade8_batch2_v0; chapter=cn-junior-g8-coordinate-distance; expansion=v1,Honors,Algebra Readiness,cn_coordinate_pythagorean_distance,spatial_reasoning;formula_selection,130,Chapter-level expansion from existing cleaned Jian Zi Sheng junior OCR coverage signals. Project-native original-equivalent variants; no direct textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,production
jianzisheng_cn_junior_chapter_expansion_v1_cn-junior-g8-coordinate-distance_010,直角三角形的斜边长为 25，一条直角边长为 7，另一条直角边长是多少？,24,multiple_choice,A:29|B:24|C:18|D:32|E:25,4,geo_coordinate_geometry;geo_pythagorean;alg_graphing,coordinate_distance;pythagorean_theorem,coordinate_right_triangle;distance_on_plane,manhattan_distance_error;coordinate_difference_error,由勾股定理，另一条直角边为 √(25^2-7^2)=24。,CN Junior High Math,平面直角坐标系,cn-junior-g8-coordinate-distance,八年级：坐标距离与勾股定理,24769,jianzisheng_cn_junior_chapter_expansion_v1,local-ocr-derived: jianzisheng_cn_junior_grade8_batch2_v0; chapter=cn-junior-g8-coordinate-distance; expansion=v1,Honors,Algebra Readiness,cn_coordinate_pythagorean_distance,spatial_reasoning;formula_selection,130,Chapter-level expansion from existing cleaned Jian Zi Sheng junior OCR coverage signals. Project-native original-equivalent variants; no direct textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,production
jianzisheng_cn_junior_chapter_expansion_v1_cn-junior-g8-coordinate-distance_011,直角三角形的斜边长为 26，一条直角边长为 10，另一条直角边长是多少？,24,multiple_choice,A:24|B:16|C:36|D:25|E:26,4,geo_coordinate_geometry;geo_pythagorean;alg_graphing,coordinate_distance;pythagorean_theorem,coordinate_right_triangle;distance_on_plane,manhattan_distance_error;coordinate_difference_error,由勾股定理，另一条直角边为 √(26^2-10^2)=24。,CN Junior High Math,平面直角坐标系,cn-junior-g8-coordinate-distance,八年级：坐标距离与勾股定理,24770,jianzisheng_cn_junior_chapter_expansion_v1,local-ocr-derived: jianzisheng_cn_junior_grade8_batch2_v0; chapter=cn-junior-g8-coordinate-distance; expansion=v1,Honors,Algebra Readiness,cn_coordinate_pythagorean_distance,spatial_reasoning;formula_selection,130,Chapter-level expansion from existing cleaned Jian Zi Sheng junior OCR coverage signals. Project-native original-equivalent variants; no direct textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,production
